b2c_c2c,seller_id,declared_handling_days,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,item_zip,buyer_zip,category_id,item_price,quantity,payment_datetime,delivery_date,weight,weight_units,package_size,record_number
C2C,218003,1.0,2018-07-09 15:45:00.000-04:00,1,11.75,2,5,34736,08844,4,18.5,1,2018-07-08 18:47:35.000-04:00,2018-07-12,48,1,PACKAGE_THICK_ENVELOPE,6108
C2C,122621,2.0,2018-07-06 23:25:00.000-05:00,0,0.0,3,5,78664,92821,17,14.95,1,2018-07-05 18:58:24.000-05:00,2018-07-09,12,1,PACKAGE_THICK_ENVELOPE,6109
B2C,12117,1.0,2018-12-04 15:39:00.000-05:00,0,5.5,3,5,43701,62069,6,24.99,1,2018-12-04 14:13:15.000-05:00,2018-12-06,13,1,PACKAGE_THICK_ENVELOPE,6110
C2C,1421785,3.0,2018-07-04 08:55:00.000-05:00,3,7.0,2,8,76308,12401,23,18.5,1,2018-07-03 04:18:55.000-05:00,2018-07-07,0,1,NONE,6111
C2C,88470,1.0,2018-07-09 13:05:00.000-04:00,0,3.0,3,5,44094,95747,0,5.24,1,2018-07-08 20:48:11.000-04:00,2018-07-13,0,1,NONE,6112
B2C,80461,3.0,2019-03-07 11:47:00.000-05:00,2,9.99,2,9,12603,07076,8,24.99,1,2019-03-06 19:04:40.000-05:00,2019-03-09,0,1,PACKAGE_THICK_ENVELOPE,6113
C2C,2600416,3.0,2018-07-09 12:12:00.000-06:00,0,20.0,3,5,84655,74107,5,200.0,1,2018-07-08 22:30:37.000-06:00,2018-07-11,8,1,PACKAGE_THICK_ENVELOPE,6114
B2C,7498,1.0,2019-04-25 20:17:00.000-06:00,0,0.0,3,5,87112,12180,10,24.99,1,2019-04-24 16:00:30.000-06:00,2019-04-27,0,1,PACKAGE_THICK_ENVELOPE,6115
B2C,76573,1.0,2018-07-16 14:19:00.000-07:00,0,0.0,3,5,85032,55429,27,5.95,1,2018-07-13 20:39:44.000-07:00,2018-07-20,9,1,PACKAGE_THICK_ENVELOPE,6116
C2C,348523,,2018-07-16 10:33:00.000-05:00,8,7.3,2,5,68507,01520,6,5.0,1,2018-07-14 18:59:03.000-05:00,2018-07-19,0,1,PACKAGE_THICK_ENVELOPE,6117
B2C,8721,1.0,2018-07-23 15:05:00.000-05:00,0,0.0,3,5,60076,98248,12,17.99,1,2018-07-22 00:54:16.000-05:00,2018-07-26,2,1,LETTER,6118
B2C,389962,2.0,2018-07-16 14:53:00.000-07:00,0,6.7,3,5,95482,17601,3,35.0,1,2018-07-13 19:36:25.000-07:00,2018-07-18,16,1,PACKAGE_THICK_ENVELOPE,6119
C2C,2278830,2.0,2018-07-20 10:37:00.000-04:00,6,6.7,2,5,11203,89117,0,170.0,1,2018-07-19 13:36:04.000-04:00,2018-07-23,48,1,PACKAGE_THICK_ENVELOPE,6120
B2C,1541,1.0,2019-01-24 14:25:00.000-05:00,0,0.0,3,5,02067,31791,0,15.99,1,2019-01-23 15:45:36.000-05:00,2019-01-28,0,1,PACKAGE_THICK_ENVELOPE,6121
C2C,258722,0.0,2018-07-09 21:17:00.000-05:00,1,12.95,2,5,38111,29576,3,115.0,1,2018-07-09 07:50:30.000-05:00,2018-07-11,32,1,PACKAGE_THICK_ENVELOPE,6122
B2C,75088,,2018-09-25 15:52:00.000-04:00,1,10.65,2,5,07457,57332,10,23.0,1,2018-09-23 22:57:25.000-04:00,2018-09-27,32,1,PACKAGE_THICK_ENVELOPE,6123
B2C,3271,1.0,2018-07-23 17:41:00.000-07:00,0,0.0,3,5,46032-2565,46403,5,59.99,1,2018-07-22 23:50:20.000-07:00,2018-07-24,0,1,PACKAGE_THICK_ENVELOPE,6124
C2C,4042245,3.0,2018-07-09 22:46:00.000-04:00,1,0.0,2,5,07083,36527,11,26.0,1,2018-07-07 10:46:48.000-04:00,2018-07-11,16,1,PACKAGE_THICK_ENVELOPE,6125
C2C,405690,,2018-07-31 21:53:00.000-07:00,0,2.95,3,5,98028,34293,8,33.33,1,2018-07-28 18:59:47.000-07:00,2018-08-03,2,1,PACKAGE_THICK_ENVELOPE,6126
B2C,96419,1.0,2018-07-03 16:28:00.000-04:00,2,7.31,2,9,08075,19064,18,34.99,1,2018-07-03 16:00:39.000-04:00,2018-07-05,64,1,PACKAGE_THICK_ENVELOPE,6127
B2C,19159,2.0,2019-05-13 21:54:00.000-04:00,0,0.0,3,5,08609,28732,1,19.06,1,2019-05-10 15:31:11.000-04:00,2019-05-17,16,1,PACKAGE_THICK_ENVELOPE,6128
B2C,45349,1.0,2018-08-09 22:20:00.000-05:00,1,9.99,2,5,79423,01821,0,9.43,1,2018-08-05 10:16:45.000-05:00,2018-08-13,32,1,PACKAGE_THICK_ENVELOPE,6129
B2C,24678,1.0,2018-07-09 17:42:00.000-07:00,0,0.0,3,5,91406,27295,0,18.99,1,2018-07-08 18:48:50.000-07:00,2018-07-11,10,1,PACKAGE_THICK_ENVELOPE,6130
B2C,6009,1.0,2018-12-07 14:59:00.000-06:00,0,0.0,3,5,63621,01821,13,22.98,1,2018-12-06 16:29:32.000-06:00,2018-12-11,0,1,NONE,6131
B2C,106630,1.0,2018-07-05 11:39:00.000-05:00,1,0.0,2,5,37086,78602,6,65.0,1,2018-07-03 18:32:48.000-05:00,2018-07-07,32,1,PACKAGE_THICK_ENVELOPE,6132
B2C,1151,3.0,2019-01-28 07:07:00.000-05:00,3,3.98,2,8,22033,30513,14,22.5,1,2019-01-26 22:35:10.000-05:00,2019-01-30,0,1,PACKAGE_THICK_ENVELOPE,6133
C2C,5449,3.0,2018-08-09 15:33:00.000-07:00,2,0.0,2,9,650000,32714,0,16.99,1,2018-08-06 19:52:43.000-07:00,2018-08-11,0,1,NONE,6134
C2C,964225,1.0,2018-07-05 12:15:00.000-04:00,1,7.0,2,5,19945,08533,6,25.0,1,2018-07-03 21:07:20.000-04:00,2018-07-06,16,1,PACKAGE_THICK_ENVELOPE,6135
B2C,18676,,2018-07-16 16:21:00.000-05:00,3,3.2,2,8,53207,14612,14,2.0,1,2018-07-14 13:53:55.000-05:00,2018-07-18,32,1,PACKAGE_THICK_ENVELOPE,6136
B2C,10190,1.0,2019-08-07 15:29:00.000-04:00,0,0.0,3,5,31901,45895,10,7.0,1,2019-08-06 15:07:04.000-04:00,2019-08-09,7,1,PACKAGE_THICK_ENVELOPE,6137
C2C,716140,2.0,2018-07-16 12:25:00.000-04:00,3,2.66,2,8,44202,30349,9,9.0,1,2018-07-14 12:25:31.000-04:00,2018-07-20,16,1,PACKAGE_THICK_ENVELOPE,6138
B2C,2154,1.0,2018-08-15 17:40:00.000-04:00,0,0.0,3,5,10314,75603,11,7.5,1,2018-08-15 14:07:19.000-04:00,2018-08-18,2,1,PACKAGE_THICK_ENVELOPE,6139
B2C,2154,2.0,2019-03-18 21:34:00.000-04:00,0,0.0,3,5,10314,92844,11,7.72,3,2019-03-16 03:45:07.000-04:00,2019-03-20,2,1,PACKAGE_THICK_ENVELOPE,6140
C2C,123451,3.0,2018-07-05 13:10:00.000-04:00,3,0.0,2,8,03062,72335,18,6.99,1,2018-07-03 22:12:50.000-04:00,2018-07-07,16,1,PACKAGE_THICK_ENVELOPE,6141
B2C,2154,1.0,2018-07-20 20:47:00.000-04:00,0,0.0,3,5,10314,12553,11,10.99,1,2018-07-20 08:27:55.000-04:00,2018-07-23,3,1,PACKAGE_THICK_ENVELOPE,6142
B2C,2154,2.0,2019-03-20 17:52:00.000-04:00,0,0.0,3,5,10314,33936,11,10.99,1,2019-03-20 12:18:26.000-04:00,2019-03-23,3,1,PACKAGE_THICK_ENVELOPE,6143
B2C,26935,,2018-07-09 16:02:00.000-05:00,3,5.21,2,8,35986,12550,14,7.99,1,2018-07-07 07:28:43.000-05:00,2018-07-14,96,1,PACKAGE_THICK_ENVELOPE,6144
B2C,45481,1.0,2019-02-04 11:59:00.000-05:00,0,0.0,3,5,11741,92781,8,15.99,1,2019-02-03 14:23:53.000-05:00,2019-02-06,4,1,PACKAGE_THICK_ENVELOPE,6145
B2C,20961,3.0,2019-09-20 19:29:00.000-05:00,0,0.0,3,5,77036,38732,2,28.9,1,2019-09-20 06:42:43.000-05:00,2019-09-20,8,1,PACKAGE_THICK_ENVELOPE,6146
B2C,68918,1.0,2018-07-23 10:46:00.000-05:00,3,0.0,2,8,63701,98155,3,20.02,1,2018-07-20 01:05:33.000-05:00,2018-07-25,32,1,PACKAGE_THICK_ENVELOPE,6147
C2C,476027,0.0,2018-07-13 13:26:00.000-04:00,0,0.0,3,5,45236,33180,8,84.0,1,2018-07-12 16:53:52.000-04:00,2018-07-16,16,1,PACKAGE_THICK_ENVELOPE,6148
C2C,90715,1.0,2018-09-04 12:39:00.000-04:00,0,0.0,3,5,23235,35903,0,16.0,1,2018-08-31 19:11:24.000-04:00,2018-09-06,16,1,PACKAGE_THICK_ENVELOPE,6149
B2C,207929,3.0,2018-07-11 09:50:00.000-05:00,1,24.75,2,5,57068,03087,26,50.0,1,2018-07-10 14:56:56.000-05:00,2018-07-13,0,1,PACKAGE_THICK_ENVELOPE,6150
B2C,8929,1.0,2019-07-15 14:38:00.000-05:00,0,2.75,3,5,76504,74019,6,4.95,1,2019-07-14 08:35:34.000-05:00,2019-07-18,2,1,PACKAGE_THICK_ENVELOPE,6151
B2C,219,1.0,2019-01-24 21:30:00.000-05:00,0,0.0,3,5,07055,90024,12,77.99,1,2019-01-23 23:28:25.000-05:00,2019-01-28,41,1,PACKAGE_THICK_ENVELOPE,6152
C2C,242981,3.0,2018-07-11 14:26:00.000-05:00,1,0.0,2,5,55303,25301,3,25.0,1,2018-07-10 17:24:25.000-05:00,2018-07-13,16,1,PACKAGE_THICK_ENVELOPE,6153
B2C,27067,1.0,2018-07-20 23:32:00.000-05:00,0,3.0,3,5,60174,62034,3,16.0,1,2018-07-19 21:59:44.000-05:00,2018-07-23,0,1,NONE,6154
B2C,9602,2.0,2018-08-05 16:15:00.000-04:00,0,0.0,3,5,28214,11435,11,23.0,1,2018-07-31 13:26:50.000-04:00,2018-08-07,0,1,PACKAGE_THICK_ENVELOPE,6155
C2C,12205,3.0,2018-07-16 23:40:00.000-07:00,2,0.0,2,9,91748,89801,2,3.99,1,2018-07-12 19:10:34.000-07:00,2018-07-19,0,1,NONE,6156
C2C,6891681,3.0,2018-07-11 11:10:00.000-04:00,1,8.75,2,5,33183,32413,6,517.0,1,2018-07-10 08:02:58.000-04:00,2018-07-13,32,1,PACKAGE_THICK_ENVELOPE,6157
B2C,42330,1.0,2018-07-14 09:51:00.000-04:00,0,0.0,3,5,06770,79764,19,12.0,1,2018-07-13 10:55:59.000-04:00,2018-07-16,3,1,PACKAGE_THICK_ENVELOPE,6158
C2C,1247388,2.0,2018-07-12 16:04:00.000-04:00,1,10.65,2,5,17078,71449,6,11.5,1,2018-07-11 11:40:47.000-04:00,2018-07-16,32,1,PACKAGE_THICK_ENVELOPE,6159
B2C,2622,3.0,2019-01-03 21:14:00.000-08:00,0,0.0,3,5,92604,93101,10,12.9,1,2018-12-25 04:37:59.000-08:00,2019-01-05,15,1,PACKAGE_THICK_ENVELOPE,6160
B2C,21234,3.0,2018-08-22 16:13:00.000-04:00,1,0.0,2,5,40031,68124,6,42.0,1,2018-08-19 12:56:21.000-04:00,2018-08-25,0,1,PACKAGE_THICK_ENVELOPE,6161
B2C,9965,1.0,2018-07-25 16:34:00.000-07:00,0,0.0,3,5,91763,48091,16,13.99,1,2018-07-24 19:11:19.000-07:00,2018-07-27,5,1,PACKAGE_THICK_ENVELOPE,6162
B2C,6089,1.0,2019-01-23 16:08:00.000-08:00,1,0.0,2,5,92131,39479,17,7.99,1,2019-01-23 11:58:52.000-08:00,2019-01-26,16,1,PACKAGE_THICK_ENVELOPE,6163
B2C,6089,1.0,2019-03-01 15:43:00.000-08:00,1,0.0,2,5,92131,11558,17,20.97,1,2019-03-01 06:02:59.000-08:00,2019-03-04,16,1,PACKAGE_THICK_ENVELOPE,6164
B2C,6089,1.0,2019-03-06 16:08:00.000-08:00,1,0.0,2,5,92131,78052,17,29.99,1,2019-03-06 09:08:15.000-08:00,2019-03-09,16,1,PACKAGE_THICK_ENVELOPE,6165
C2C,2664967,3.0,2018-07-09 11:29:00.000-04:00,1,0.0,2,5,48005,21702,1,20.0,1,2018-07-06 11:29:53.000-04:00,2018-07-11,64,1,PACKAGE_THICK_ENVELOPE,6166
B2C,50271,1.0,2018-12-03 13:41:00.000-05:00,0,3.5,3,5,23693,34238,20,10.0,1,2018-12-02 07:52:11.000-05:00,2018-12-06,16,1,PACKAGE_THICK_ENVELOPE,6167
B2C,281608,1.0,2018-07-27 19:10:00.000-04:00,2,9.19,2,9,25031,19352,4,15.0,1,2018-07-26 17:32:07.000-04:00,2018-07-30,64,1,LARGE_PACKAGE,6168
B2C,2223,1.0,2019-04-01 06:03:00.000-04:00,0,0.0,3,5,41048,39212,1,22.94,1,2019-03-30 22:51:29.000-04:00,2019-04-05,0,1,NONE,6169
B2C,2891,3.0,2019-01-17 14:57:00.000-08:00,2,0.0,2,9,91746,33803,3,8.44,1,2019-01-16 08:37:33.000-08:00,2019-01-26,0,1,NONE,6170
B2C,743,1.0,2019-02-14 07:04:00.000-05:00,0,0.0,3,5,08512,36874,11,7.29,1,2019-02-12 13:02:21.000-05:00,2019-02-19,16,1,LETTER,6171
B2C,16734,3.0,2018-07-06 13:30:00.000-04:00,1,0.0,2,5,47374,80513,2,39.9,1,2018-07-05 14:08:41.000-04:00,2018-07-09,0,1,PACKAGE_THICK_ENVELOPE,6172
B2C,44457,2.0,2018-08-03 22:32:00.000-07:00,9,0.0,2,5,92120,41102,1,78.0,1,2018-08-03 08:32:22.000-07:00,2018-08-06,144,1,PACKAGE_THICK_ENVELOPE,6173
B2C,38034,0.0,2018-07-12 18:40:00.000-07:00,5,7.1,2,5,90720,78681,0,39.99,1,2018-07-11 19:12:18.000-07:00,2018-07-16,32,1,PACKAGE_THICK_ENVELOPE,6174
B2C,24678,1.0,2018-08-22 13:39:00.000-07:00,0,0.0,3,5,91406,21075,0,14.99,1,2018-08-21 10:02:08.000-07:00,2018-08-24,10,1,PACKAGE_THICK_ENVELOPE,6175
C2C,16009,1.0,2018-07-31 13:14:00.000-04:00,3,3.67,2,8,13664,65559,14,3.09,1,2018-07-26 19:43:55.000-04:00,2018-08-04,8,1,PACKAGE_THICK_ENVELOPE,6176
B2C,146474,2.0,2018-07-18 16:11:00.000-07:00,0,3.5,3,5,97603,85021,8,39.0,1,2018-07-17 21:10:07.000-07:00,2018-07-21,4,1,PACKAGE_THICK_ENVELOPE,6177
C2C,67988,1.0,2018-07-16 10:49:00.000-04:00,0,3.75,3,5,14809,68329,6,35.0,1,2018-07-15 15:35:09.000-04:00,2018-07-18,8,1,PACKAGE_THICK_ENVELOPE,6178
B2C,6650,1.0,2018-07-07 12:41:00.000-05:00,0,0.0,3,5,47715,80226,29,17.95,1,2018-07-06 22:25:52.000-05:00,2018-07-11,0,1,PACKAGE_THICK_ENVELOPE,6179
C2C,1016389,2.0,2018-07-16 11:50:00.000-04:00,0,4.0,3,5,23454,62853,4,24.5,1,2018-07-14 23:33:02.000-04:00,2018-07-18,0,1,PACKAGE_THICK_ENVELOPE,6180
B2C,34822,1.0,2018-07-07 09:15:00.000-04:00,1,6.6,2,5,29127,16925,0,25.0,1,2018-07-06 20:35:43.000-04:00,2018-07-09,32,1,PACKAGE_THICK_ENVELOPE,6181
B2C,27621,3.0,2018-08-03 21:17:00.000-04:00,0,0.0,3,5,33196,52403,7,17.95,1,2018-07-29 15:11:51.000-04:00,2018-08-06,32,1,PACKAGE_THICK_ENVELOPE,6182
C2C,59319,1.0,2018-08-06 11:48:00.000-04:00,0,0.0,3,5,47304,60067,19,2.0,1,2018-08-04 23:51:02.000-04:00,2018-08-08,0,1,PACKAGE_THICK_ENVELOPE,6183
B2C,22426,3.0,2018-10-12 16:22:00.000-04:00,4,0.0,2,9,28129,27306,1,12.99,1,2018-10-10 18:42:43.000-04:00,2018-10-15,0,1,PACKAGE_THICK_ENVELOPE,6184
B2C,9184,1.0,2018-07-16 16:16:00.000-06:00,0,2.62,3,5,84094,90720,2,18.04,1,2018-07-14 02:33:01.000-06:00,2018-07-19,2,1,PACKAGE_THICK_ENVELOPE,6185
B2C,2311,1.0,2019-01-21 18:13:00.000-08:00,0,0.0,3,5,92679,62821,4,14.99,1,2019-01-20 18:11:42.000-08:00,2019-01-24,4,1,PACKAGE_THICK_ENVELOPE,6186
B2C,2311,1.0,2018-07-19 20:21:00.000-07:00,0,0.0,3,5,92679,84107,4,12.99,1,2018-07-18 23:04:22.000-07:00,2018-07-21,4,1,PACKAGE_THICK_ENVELOPE,6187
C2C,932699,2.0,2018-07-06 16:53:00.000-04:00,0,0.0,3,5,44140,90240,4,64.99,1,2018-07-06 11:51:11.000-04:00,2018-07-09,2,1,PACKAGE_THICK_ENVELOPE,6188
C2C,174543,0.0,2018-08-15 19:47:00.000-04:00,0,0.0,3,5,28105,33764,9,9.0,3,2018-08-14 10:44:35.000-04:00,2018-08-17,3,1,PACKAGE_THICK_ENVELOPE,6189
B2C,35953,3.0,2018-07-19 13:28:00.000-04:00,0,4.99,3,5,34472,19720,5,74.95,1,2018-07-19 09:39:27.000-04:00,2018-07-21,0,1,PACKAGE_THICK_ENVELOPE,6190
C2C,1613338,1.0,2018-08-06 22:38:00.000-05:00,0,0.0,3,5,77365,53913,4,190.0,1,2018-08-06 04:58:18.000-05:00,2018-08-09,0,1,PACKAGE_THICK_ENVELOPE,6191
B2C,31523,1.0,2018-07-26 15:47:00.000-05:00,0,2.0,3,5,63031,14625,7,6.95,1,2018-07-21 18:51:57.000-05:00,2018-07-28,2,1,PACKAGE_THICK_ENVELOPE,6192
B2C,1885,1.0,2019-01-11 15:55:00.000-08:00,1,0.0,2,5,98674,33166,10,28.95,1,2019-01-10 19:42:57.000-08:00,2019-01-14,64,1,PACKAGE_THICK_ENVELOPE,6193
C2C,1330987,2.0,2018-07-10 17:11:00.000-04:00,1,10.65,2,5,34698,68746,3,14.0,1,2018-07-08 17:04:01.000-04:00,2018-07-13,32,1,PACKAGE_THICK_ENVELOPE,6194
C2C,47591,3.0,2018-07-24 00:31:00.000-07:00,4,0.0,2,9,91731,94116,5,9.99,1,2018-07-18 12:50:36.000-07:00,2018-07-26,0,1,NONE,6195
B2C,37375,,2018-07-17 18:23:00.000-04:00,1,0.0,2,5,21042,37660,0,113.05,1,2018-07-14 11:46:07.000-04:00,2018-07-19,0,1,LETTER,6196
C2C,749473,1.0,2018-08-04 18:44:00.000-07:00,0,0.0,3,5,90001,61052,2,32.34,1,2018-08-03 09:21:19.000-07:00,2018-08-07,3,1,LETTER,6197
B2C,436,1.0,2019-09-16 18:49:00.000-04:00,0,0.0,3,5,07004,19966,9,6.6,2,2019-09-15 23:54:28.000-04:00,2019-09-18,10,1,PACKAGE_THICK_ENVELOPE,6198
C2C,1453385,2.0,2018-07-19 00:26:00.000-07:00,0,3.5,3,5,97524,75074,15,4.01,1,2018-07-14 14:01:00.000-07:00,2018-07-20,4,1,PACKAGE_THICK_ENVELOPE,6199
C2C,134511,3.0,2018-12-03 16:23:00.000-05:00,0,0.0,3,5,48612,000,6,56.99,1,2018-12-03 03:45:01.000-05:00,2018-12-08,2,1,LARGE_ENVELOPE,6200
B2C,5774,1.0,2019-09-30 18:45:00.000-05:00,0,0.0,3,5,38018,02081,3,6.65,1,2019-09-29 21:17:39.000-05:00,2019-10-03,4,1,LARGE_ENVELOPE,6201
C2C,96310,2.0,2018-07-14 13:49:00.000-07:00,3,0.0,2,8,98103,58771,3,25.0,1,2018-07-13 23:30:49.000-07:00,2018-07-19,96,1,PACKAGE_THICK_ENVELOPE,6202
C2C,1272056,2.0,2018-08-07 12:50:00.000-04:00,0,5.99,3,5,27560,23954,0,8.99,1,2018-08-07 00:03:58.000-04:00,2018-08-09,3,1,PACKAGE_THICK_ENVELOPE,6203
C2C,451753,3.0,2018-08-13 12:59:00.000-04:00,1,0.0,2,5,11776,12485,4,15.0,1,2018-08-11 18:34:32.000-04:00,2018-08-15,32,1,PACKAGE_THICK_ENVELOPE,6204
B2C,52983,1.0,2018-07-16 18:05:00.000-07:00,7,12.0,2,5,92692,91607,0,134.36,1,2018-07-15 18:18:33.000-07:00,2018-07-17,0,1,PACKAGE_THICK_ENVELOPE,6205
C2C,535763,1.0,2018-07-18 09:19:00.000-07:00,3,4.19,2,8,85395,34715,3,30.0,1,2018-07-17 10:36:04.000-07:00,2018-07-25,64,1,PACKAGE_THICK_ENVELOPE,6206
B2C,6446,1.0,2019-03-15 08:01:00.000-05:00,0,0.0,3,5,35739,63143,12,4.99,1,2019-03-14 12:14:13.000-05:00,2019-03-18,6,1,PACKAGE_THICK_ENVELOPE,6207
C2C,376143,1.0,2018-07-25 14:28:00.000-04:00,0,0.0,3,5,08069,92583,9,1.99,1,2018-07-25 03:27:37.000-04:00,2018-07-28,4,1,PACKAGE_THICK_ENVELOPE,6208
C2C,165866,1.0,2018-07-11 15:42:00.000-04:00,2,3.5,2,9,29644,94510,26,14.5,1,2018-07-10 12:30:42.000-04:00,2018-07-20,0,1,PACKAGE_THICK_ENVELOPE,6209
C2C,2050646,3.0,2018-07-10 16:41:00.000-04:00,3,2.66,2,8,32828,68522,14,15.0,1,2018-07-09 16:29:04.000-04:00,2018-07-16,16,1,PACKAGE_THICK_ENVELOPE,6210
B2C,50199,1.0,2018-08-10 13:21:00.000-05:00,3,4.0,2,8,53711,54471,18,14.99,1,2018-08-07 15:05:24.000-05:00,2018-08-13,32,1,PACKAGE_THICK_ENVELOPE,6211
C2C,169920,2.0,2018-07-19 21:17:00.000-05:00,0,0.0,3,5,58784,32744,0,14.99,1,2018-07-18 16:24:13.000-05:00,2018-07-21,0,1,PACKAGE_THICK_ENVELOPE,6212
C2C,4999498,3.0,2018-07-16 15:09:00.000-04:00,0,0.0,3,5,33442,21713,3,58.0,1,2018-07-12 01:00:18.000-04:00,2018-07-20,11,1,PACKAGE_THICK_ENVELOPE,6213
B2C,112785,2.0,2018-09-04 16:09:00.000-05:00,2,0.0,2,9,60007,23060,13,10.99,1,2018-09-03 12:20:43.000-05:00,2018-09-07,0,1,PACKAGE_THICK_ENVELOPE,6214
B2C,513641,2.0,2018-09-26 18:53:00.000-04:00,0,5.0,3,5,33122,75569,1,10.0,1,2018-09-24 15:04:21.000-04:00,2018-09-28,9,1,PACKAGE_THICK_ENVELOPE,6215
C2C,908222,2.0,2018-07-17 21:57:00.000-05:00,0,3.42,3,5,77705,50483,0,2.0,1,2018-07-15 23:02:52.000-05:00,2018-07-20,6,1,PACKAGE_THICK_ENVELOPE,6216
C2C,288650,1.0,2018-10-15 16:02:00.000-05:00,0,0.0,3,5,76049,76049,5,27.0,1,2018-10-14 12:59:37.000-05:00,2018-10-16,8,1,PACKAGE_THICK_ENVELOPE,6217
B2C,324,1.0,2018-09-20 18:31:00.000-04:00,4,0.0,2,9,11237,49680,10,17.54,1,2018-09-19 10:07:44.000-04:00,2018-09-24,21,1,PACKAGE_THICK_ENVELOPE,6218
C2C,236555,2.0,2018-07-18 15:24:00.000-05:00,0,3.5,3,5,68516,34691,8,20.0,1,2018-07-17 15:11:13.000-05:00,2018-07-20,4,1,PACKAGE_THICK_ENVELOPE,6219
B2C,36769,1.0,2019-09-05 10:21:00.000-05:00,8,7.9,2,5,55337,33166,13,25.0,1,2019-09-04 11:37:07.000-05:00,2019-09-07,16,1,PACKAGE_THICK_ENVELOPE,6220
B2C,5676,1.0,2018-08-06 16:39:00.000-05:00,1,0.0,2,5,75652,90240,7,22.99,1,2018-08-06 12:07:33.000-05:00,2018-08-09,48,1,PACKAGE_THICK_ENVELOPE,6221
B2C,16450,5.0,2018-11-20 12:17:00.000-06:00,6,0.0,2,5,68784,61704,6,60.0,1,2018-11-09 18:49:09.000-06:00,2018-11-26,0,1,PACKAGE_THICK_ENVELOPE,6222
B2C,32124,1.0,2018-07-20 13:28:00.000-04:00,0,0.0,3,5,40324,20746,9,5.49,1,2018-07-19 19:40:53.000-04:00,2018-07-23,5,1,PACKAGE_THICK_ENVELOPE,6223
C2C,191280,2.0,2018-09-17 10:49:00.000-04:00,1,7.6,2,5,04005,51249,26,15.0,1,2018-09-14 14:06:18.000-04:00,2018-09-19,16,1,PACKAGE_THICK_ENVELOPE,6224
B2C,21892,1.0,2019-01-07 09:12:00.000-06:00,0,0.0,3,5,55009,87034,6,20.0,1,2019-01-05 23:08:41.000-06:00,2019-01-09,0,1,LARGE_PACKAGE,6225
B2C,42259,0.0,2018-07-17 13:07:00.000-06:00,1,0.0,2,5,80134,95742-8020,5,134.0,1,2018-07-14 09:14:52.000-06:00,2018-07-18,0,1,LETTER,6226
C2C,85712,1.0,2018-08-01 09:40:00.000-04:00,0,3.82,3,5,48911,000,3,19.99,1,2018-07-30 23:35:57.000-04:00,2018-08-04,12,1,PACKAGE_THICK_ENVELOPE,6227
C2C,124771,2.0,2018-07-19 19:07:00.000-07:00,0,3.79,3,5,92629,000,0,8.5,1,2018-07-16 16:12:48.000-07:00,2018-07-23,6,1,PACKAGE_THICK_ENVELOPE,6228
B2C,435,1.0,2019-01-22 16:42:00.000-08:00,2,0.0,2,9,94107,95138,5,9.95,1,2019-01-20 12:37:03.000-08:00,2019-01-23,0,1,LETTER,6229
B2C,435,1.0,2019-02-19 15:00:40.000-08:00,2,0.0,2,9,94107,18301,5,9.95,1,2019-02-18 17:06:21.000-08:00,2019-02-23,0,1,LETTER,6230
C2C,1286865,2.0,2019-10-23 19:35:00.000-07:00,0,4.81,3,5,90036,19086,0,20.0,1,2019-10-23 11:41:12.000-07:00,2019-10-25,6,1,PACKAGE_THICK_ENVELOPE,6231
B2C,7311,1.0,2018-07-13 18:27:00.000-04:00,0,3.95,3,5,33428,10174,10,5.9,1,2018-07-12 10:28:41.000-04:00,2018-07-16,4,1,PACKAGE_THICK_ENVELOPE,6232
B2C,538,1.0,2018-07-16 19:44:00.000-06:00,0,0.0,3,5,80202,45251,0,19.95,1,2018-07-15 09:49:41.000-06:00,2018-07-18,7,1,PACKAGE_THICK_ENVELOPE,6233
C2C,538201,2.0,2018-07-17 16:20:00.000-04:00,1,10.79,2,5,43204,95604,4,33.0,1,2018-07-17 11:53:53.000-04:00,2018-07-19,32,1,PACKAGE_THICK_ENVELOPE,6234
B2C,136336,2.0,2018-08-02 16:39:00.000-06:00,1,7.95,2,5,80211,61285,0,35.0,1,2018-07-31 09:26:04.000-06:00,2018-08-04,0,1,PACKAGE_THICK_ENVELOPE,6235
B2C,112471,1.0,2018-07-23 16:45:00.000-04:00,0,3.75,3,5,10926,68133,17,11.95,1,2018-07-21 16:16:31.000-04:00,2018-07-25,6,1,PACKAGE_THICK_ENVELOPE,6236
B2C,68417,2.0,2018-07-14 10:20:00.000-05:00,3,3.17,2,8,54235,91730,14,4.0,1,2018-07-13 16:25:17.000-05:00,2018-07-18,32,1,PACKAGE_THICK_ENVELOPE,6237
C2C,405690,3.0,2018-07-31 21:53:00.000-07:00,0,2.95,3,5,98028,31501,8,6.5,1,2018-07-30 10:33:47.000-07:00,2018-08-02,0,1,NONE,6238
B2C,337,0.0,2019-09-20 16:42:00.000-07:00,0,0.0,3,5,94404,22205,1,24.99,1,2019-09-19 17:50:51.000-07:00,2019-09-23,3,1,PACKAGE_THICK_ENVELOPE,6239
B2C,28040,1.0,2018-08-04 12:54:00.000-05:00,0,3.0,3,5,70774,000,17,12.99,1,2018-08-03 18:33:52.000-05:00,2018-08-06,5,1,PACKAGE_THICK_ENVELOPE,6240
