b2c_c2c,seller_id,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,category_id,item_price,quantity,payment_datetime,delivery_date,package_size,buyer_state,item_state,delivery_time_buss_days,acceptance_scan_timestamp seconds,payment_datetime seconds,delivery_date seconds,new_weight,new_declared_handling_days
B2C,6446,2019-03-15 13:01:00+00:00,0,0.0,3,5,12,4.99,1,2019-03-14 17:14:13+00:00,2019-03-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MO,AL,2,1552654860,1552583653,1552867200,6,1
C2C,376143,2018-07-25 18:28:00+00:00,0,0.0,3,5,9,1.99,1,2018-07-25 07:27:37+00:00,2018-07-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,NJ,3,1532543280,1532503657,1532736000,4,1
C2C,165866,2018-07-11 19:42:00+00:00,2,3.5,2,9,26,14.5,1,2018-07-10 16:30:42+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,SC,8,1531338120,1531240242,1532044800,8,1
C2C,2050646,2018-07-10 20:41:00+00:00,3,2.66,2,8,14,15.0,1,2018-07-09 20:29:04+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NE,FL,5,1531255260,1531168144,1531699200,16,3
B2C,50199,2018-08-10 18:21:00+00:00,3,4.0,2,8,18,14.99,1,2018-08-07 20:05:24+00:00,2018-08-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WI,WI,4,1533925260,1533672324,1534118400,32,1
C2C,169920,2018-07-20 02:17:00+00:00,0,0.0,3,5,0,14.99,1,2018-07-18 21:24:13+00:00,2018-07-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,ND,3,1532053020,1531949053,1532131200,8,2
C2C,4999498,2018-07-16 19:09:00+00:00,0,0.0,3,5,3,58.0,1,2018-07-12 05:00:18+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MD,FL,6,1531768140,1531371618,1532044800,11,3
B2C,112785,2018-09-04 21:09:00+00:00,2,0.0,2,9,13,10.99,1,2018-09-03 17:20:43+00:00,2018-09-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,IL,3,1536095340,1535995243,1536278400,8,2
B2C,513641,2018-09-26 22:53:00+00:00,0,5.0,3,5,1,10.0,1,2018-09-24 19:04:21+00:00,2018-09-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,FL,4,1538002380,1537815861,1538092800,9,2
C2C,908222,2018-07-18 02:57:00+00:00,0,3.42,3,5,0,2.0,1,2018-07-16 04:02:52+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IA,TX,4,1531882620,1531713772,1532044800,6,2
C2C,288650,2018-10-15 21:02:00+00:00,0,0.0,3,5,5,27.0,1,2018-10-14 17:59:37+00:00,2018-10-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,TX,1,1539637320,1539539977,1539648000,8,1
B2C,324,2018-09-20 22:31:00+00:00,4,0.0,2,9,10,17.54,1,2018-09-19 14:07:44+00:00,2018-09-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,NY,3,1537482660,1537366064,1537747200,21,1
C2C,236555,2018-07-18 20:24:00+00:00,0,3.5,3,5,8,20.0,1,2018-07-17 20:11:13+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,NE,3,1531945440,1531858273,1532044800,4,2
B2C,36769,2019-09-05 15:21:00+00:00,8,7.9,2,5,13,25.0,1,2019-09-04 16:37:07+00:00,2019-09-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,MN,3,1567696860,1567615027,1567814400,16,1
B2C,5676,2018-08-06 21:39:00+00:00,1,0.0,2,5,7,22.99,1,2018-08-06 17:07:33+00:00,2018-08-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,TX,3,1533591540,1533575253,1533772800,48,1
B2C,16450,2018-11-20 18:17:00+00:00,6,0.0,2,5,6,60.0,1,2018-11-10 00:49:09+00:00,2018-11-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,NE,9,1542737820,1541810949,1543190400,8,5
B2C,32124,2018-07-20 17:28:00+00:00,0,0.0,3,5,9,5.49,1,2018-07-19 23:40:53+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MD,KY,2,1532107680,1532043653,1532304000,5,1
C2C,191280,2018-09-17 14:49:00+00:00,1,7.6,2,5,26,15.0,1,2018-09-14 18:06:18+00:00,2018-09-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IA,ME,3,1537195740,1536948378,1537315200,16,2
B2C,21892,2019-01-07 15:12:00+00:00,0,0.0,3,5,6,20.0,1,2019-01-06 05:08:41+00:00,2019-01-09 00:00:00+00:00,LARGE_PACKAGE,NM,MN,2,1546873920,1546751321,1546992000,8,1
B2C,42259,2018-07-17 19:07:00+00:00,1,0.0,2,5,5,134.0,1,2018-07-14 15:14:52+00:00,2018-07-18 00:00:00+00:00,LETTER,-1,CO,2,1531854420,1531581292,1531872000,8,0
C2C,85712,2018-08-01 13:40:00+00:00,0,3.82,3,5,3,19.99,1,2018-07-31 03:35:57+00:00,2018-08-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,MI,5,1533130800,1533008157,1533340800,12,1
C2C,124771,2018-07-20 02:07:00+00:00,0,3.79,3,5,0,8.5,1,2018-07-16 23:12:48+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,CA,5,1532052420,1531782768,1532304000,6,2
B2C,435,2019-01-23 00:42:00+00:00,2,0.0,2,9,5,9.95,1,2019-01-20 20:37:03+00:00,2019-01-23 00:00:00+00:00,LETTER,CA,CA,1,1548204120,1548016623,1548201600,8,1
B2C,435,2019-02-19 23:00:40+00:00,2,0.0,2,9,5,9.95,1,2019-02-19 01:06:21+00:00,2019-02-23 00:00:00+00:00,LETTER,PA,CA,4,1550617240,1550538381,1550880000,8,1
C2C,1286865,2019-10-24 02:35:00+00:00,0,4.81,3,5,0,20.0,1,2019-10-23 18:41:12+00:00,2019-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,CA,2,1571884500,1571856072,1571961600,6,2
B2C,7311,2018-07-13 22:27:00+00:00,0,3.95,3,5,10,5.9,1,2018-07-12 14:28:41+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,FL,2,1531520820,1531405721,1531699200,4,1
B2C,538,2018-07-17 01:44:00+00:00,0,0.0,3,5,0,19.95,1,2018-07-15 15:49:41+00:00,2018-07-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,CO,2,1531791840,1531669781,1531872000,7,1
C2C,538201,2018-07-17 20:20:00+00:00,1,10.79,2,5,4,33.0,1,2018-07-17 15:53:53+00:00,2018-07-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,OH,2,1531858800,1531842833,1531958400,32,2
B2C,136336,2018-08-02 22:39:00+00:00,1,7.95,2,5,0,35.0,1,2018-07-31 15:26:04+00:00,2018-08-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,CO,4,1533249540,1533050764,1533340800,8,2
B2C,112471,2018-07-23 20:45:00+00:00,0,3.75,3,5,17,11.95,1,2018-07-21 20:16:31+00:00,2018-07-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NE,NY,2,1532378700,1532204191,1532476800,6,1
B2C,68417,2018-07-14 15:20:00+00:00,3,3.17,2,8,14,4.0,1,2018-07-13 21:25:17+00:00,2018-07-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,WI,3,1531581600,1531517117,1531872000,32,2
C2C,405690,2018-08-01 04:53:00+00:00,0,2.95,3,5,8,6.5,1,2018-07-30 17:33:47+00:00,2018-08-02 00:00:00+00:00,NONE,GA,WA,3,1533099180,1532972027,1533168000,8,3
B2C,337,2019-09-20 23:42:00+00:00,0,0.0,3,5,1,24.99,1,2019-09-20 00:50:51+00:00,2019-09-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,CA,2,1569022920,1568940651,1569196800,3,0
B2C,28040,2018-08-04 17:54:00+00:00,0,3.0,3,5,17,12.99,1,2018-08-03 23:33:52+00:00,2018-08-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,LA,1,1533405240,1533339232,1533513600,5,1
C2C,1601709,2018-07-19 17:31:00+00:00,1,15.0,2,5,0,61.0,1,2018-07-18 02:47:40+00:00,2018-07-21 00:00:00+00:00,NONE,NY,CA,4,1532021460,1531882060,1532131200,8,2
B2C,2314,2018-07-23 19:42:00+00:00,0,3.5,3,5,7,1.2,1,2018-07-21 17:03:06+00:00,2018-07-25 00:00:00+00:00,NONE,VA,OR,2,1532374920,1532192586,1532476800,8,1
C2C,251202,2018-07-12 17:03:00+00:00,2,17.95,2,9,2,125.0,1,2018-07-11 21:34:47+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,TX,3,1531414980,1531344887,1531699200,96,3
B2C,544237,2018-07-13 23:40:00+00:00,0,3.5,3,5,20,9.98,1,2018-07-12 20:46:43+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CO,CA,2,1531525200,1531428403,1531699200,1,1
B2C,411311,2018-07-13 16:21:00+00:00,0,0.0,3,5,30,42.99,1,2018-07-11 17:44:03+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,NY,3,1531498860,1531331043,1531699200,3,1
B2C,337,2019-04-29 21:41:00+00:00,0,0.0,3,5,1,29.99,1,2019-04-27 18:52:00+00:00,2019-05-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,CA,3,1556574060,1556391120,1556755200,3,0
B2C,59763,2018-07-25 14:57:00+00:00,0,3.5,3,5,0,7.75,1,2018-07-25 07:14:11+00:00,2018-07-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,NJ,2,1532530620,1532502851,1532649600,3,1
C2C,1013757,2018-07-26 13:10:00+00:00,1,0.0,2,5,13,235.0,1,2018-07-25 01:41:50+00:00,2018-07-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,FL,4,1532610600,1532482910,1532736000,8,1
B2C,3610,2018-07-13 19:41:00+00:00,3,0.0,2,8,16,14.0,1,2018-07-12 22:57:23+00:00,2018-07-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,AL,3,1531510860,1531436243,1531785600,8,1
C2C,2623189,2018-07-21 13:47:00+00:00,1,9.95,2,5,0,28.99,1,2018-07-20 18:16:09+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CT,1,1532180820,1532110569,1532304000,64,3
B2C,44304,2018-08-11 18:39:00+00:00,0,0.0,3,5,0,11.99,1,2018-08-11 02:18:04+00:00,2018-08-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,OR,1,1534012740,1533953884,1534118400,8,1
B2C,33668,2018-07-16 23:39:00+00:00,5,6.99,2,5,0,25.0,1,2018-07-14 15:32:10+00:00,2018-07-17 00:00:00+00:00,LARGE_ENVELOPE,VA,VA,1,1531784340,1531582330,1531785600,8,1
C2C,295070,2018-08-16 23:30:00+00:00,4,14.0,2,9,22,25.0,1,2018-08-15 02:06:55+00:00,2018-08-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,AZ,4,1534462200,1534298815,1534723200,8,3
B2C,757,2018-07-13 23:27:00+00:00,3,4.0,2,8,18,6.91,1,2018-07-13 06:47:18+00:00,2018-07-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,2,1531524420,1531464438,1531699200,16,1
B2C,100047,2018-11-17 04:32:00+00:00,0,0.0,3,5,2,16.99,1,2018-11-12 17:23:38+00:00,2018-11-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,4,1542429120,1542043418,1542585600,3,3
B2C,47591,2018-08-23 23:59:00+00:00,4,0.0,2,9,11,5.89,1,2018-08-17 14:36:22+00:00,2018-08-27 00:00:00+00:00,NONE,NJ,CA,6,1535068740,1534516582,1535328000,8,3
B2C,1541,2019-10-15 21:03:00+00:00,0,0.0,3,5,0,12.95,1,2019-10-14 15:52:15+00:00,2019-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,MA,3,1571173380,1571068335,1571356800,8,1
B2C,1541,2019-09-10 17:32:00+00:00,0,0.0,3,5,0,13.97,1,2019-09-10 06:38:27+00:00,2019-09-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CO,MA,3,1568136720,1568097507,1568332800,8,1
B2C,51852,2018-07-16 17:50:00+00:00,0,3.5,3,5,0,6.88,1,2018-07-13 21:02:12+00:00,2018-07-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,CA,4,1531763400,1531515732,1531958400,9,3
C2C,161204,2018-07-20 16:52:00+00:00,0,3.5,3,5,6,3.81,1,2018-07-19 17:44:54+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NC,2,1532105520,1532022294,1532304000,3,2
B2C,1634,2019-06-04 19:44:00+00:00,1,0.0,2,5,1,36.0,1,2019-06-03 11:31:33+00:00,2019-06-06 00:00:00+00:00,LETTER,TX,FL,3,1559677440,1559561493,1559779200,128,1
B2C,337,2019-05-03 00:04:00+00:00,0,0.0,3,5,1,24.99,2,2019-05-02 17:00:57+00:00,2019-05-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,2,1556841840,1556816457,1556928000,2,0
B2C,1559,2018-10-05 22:30:00+00:00,0,0.0,3,5,1,14.99,1,2018-10-05 00:56:42+00:00,2018-10-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,CA,2,1538778600,1538701002,1539043200,3,1
B2C,337,2019-06-06 23:36:00+00:00,0,0.0,3,5,1,24.99,1,2019-06-06 12:32:54+00:00,2019-06-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,CA,2,1559864160,1559824374,1559952000,4,0
C2C,218030,2018-07-25 10:34:00+00:00,3,2.66,2,8,14,8.5,1,2018-07-20 02:36:47+00:00,2018-07-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NV,VA,7,1532514840,1532054207,1532908800,16,0
B2C,14689,2018-11-06 01:33:00+00:00,0,1.99,3,5,0,3.79,1,2018-11-03 16:22:23+00:00,2018-11-16 00:00:00+00:00,NONE,SC,NY,8,1541467980,1541262143,1542326400,8,3
B2C,67163,2018-07-20 21:45:00+00:00,0,6.7,3,5,3,7.49,1,2018-07-20 02:06:45+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,WA,2,1532123100,1532052405,1532304000,15,0
B2C,775,2018-07-24 21:49:00+00:00,0,0.5,3,5,8,7.99,1,2018-07-23 16:43:09+00:00,2018-07-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,NJ,3,1532468940,1532364189,1532563200,8,0
C2C,1382121,2018-08-16 21:29:00+00:00,0,0.0,3,5,6,459.99,1,2018-08-13 02:30:43+00:00,2018-08-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NV,MO,5,1534454940,1534127443,1534550400,6,5
B2C,2347,2018-09-25 13:22:11+00:00,4,0.0,2,9,6,7.29,1,2018-09-23 04:45:42+00:00,2018-10-02 00:00:00+00:00,NONE,CA,NJ,6,1537881731,1537677942,1538438400,8,3
C2C,70138,2018-07-21 04:37:00+00:00,0,0.0,3,5,8,0.01,1,2018-07-19 23:24:55+00:00,2018-07-23 00:00:00+00:00,LETTER,FL,TX,2,1532147820,1532042695,1532304000,8,2
B2C,20250,2018-11-07 20:45:00+00:00,0,0.0,3,5,2,19.95,1,2018-11-05 18:32:42+00:00,2018-11-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,CO,4,1541623500,1541442762,1541721600,3,3
B2C,219,2019-08-19 20:07:00+00:00,0,0.0,3,5,12,19.99,1,2019-08-16 14:31:09+00:00,2019-08-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,NJ,3,1566245220,1565965869,1566345600,3,1
B2C,219,2019-03-28 19:26:00+00:00,0,0.0,3,5,5,189.99,1,2019-03-27 15:19:07+00:00,2019-04-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,NJ,3,1553801160,1553699947,1554076800,5,1
B2C,34387,2018-07-19 18:17:00+00:00,1,0.0,2,5,1,9.9,1,2018-07-19 06:40:25+00:00,2018-07-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,KS,2,1532024220,1531982425,1532131200,8,1
C2C,111323,2018-07-24 17:38:00+00:00,0,4.5,3,5,10,4.99,1,2018-07-20 21:01:29+00:00,2018-07-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,AR,4,1532453880,1532120489,1532563200,8,5
B2C,21570,2018-07-24 05:06:00+00:00,0,0.0,3,5,0,13.99,1,2018-07-22 19:34:47+00:00,2018-07-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CO,TX,3,1532408760,1532288087,1532563200,8,1
B2C,37002,2018-12-04 22:59:00+00:00,0,3.99,3,5,18,2.99,1,2018-12-03 23:27:11+00:00,2018-12-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,NJ,3,1543964340,1543879631,1544054400,4,1
B2C,33960,2018-07-18 12:41:00+00:00,2,7.0,2,9,0,38.0,1,2018-07-17 15:24:02+00:00,2018-07-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,NY,4,1531917660,1531841042,1532131200,8,1
B2C,7340,2018-07-23 20:34:00+00:00,0,0.0,3,5,9,9.0,1,2018-07-23 16:14:23+00:00,2018-07-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,FL,2,1532378040,1532362463,1532476800,8,1
B2C,11403,2019-01-24 21:23:00+00:00,1,0.0,2,5,11,139.95,1,2019-01-24 18:35:40+00:00,2019-01-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ID,OH,2,1548364980,1548354940,1548460800,48,0
B2C,29491,2018-07-20 20:18:00+00:00,0,0.0,3,5,4,38.25,1,2018-07-17 20:47:00+00:00,2018-07-23 00:00:00+00:00,NONE,MO,NJ,4,1532117880,1531860420,1532304000,7,5
B2C,77763,2018-07-30 16:16:00+00:00,2,7.4,2,9,0,5.99,1,2018-07-21 00:17:38+00:00,2018-08-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,PA,8,1532967360,1532132258,1533081600,32,10
B2C,191646,2018-07-18 19:54:00+00:00,1,0.0,2,5,2,26.99,1,2018-07-15 13:03:56+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,PA,4,1531943640,1531659836,1532044800,32,3
B2C,285154,2018-07-23 22:42:00+00:00,1,7.7,2,5,1,20.0,1,2018-07-21 04:12:00+00:00,2018-07-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,NV,3,1532385720,1532146320,1532476800,32,2
C2C,1138908,2018-07-20 19:51:00+00:00,0,0.0,3,5,2,14.5,1,2018-07-20 15:53:19+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,NC,1,1532116260,1532101999,1532304000,6,3
C2C,636460,2018-07-18 19:11:00+00:00,4,8.2,2,9,7,35.0,1,2018-07-14 12:38:45+00:00,2018-07-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,DC,RI,4,1531941060,1531571925,1532044800,48,1
C2C,557257,2018-07-24 05:20:00+00:00,2,0.0,2,9,26,22.5,1,2018-07-21 21:45:59+00:00,2018-07-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,CA,5,1532409600,1532209559,1532908800,30,2
B2C,5333,2018-09-21 03:08:00+00:00,0,0.0,3,5,0,79.66,1,2018-09-19 22:59:51+00:00,2018-09-22 00:00:00+00:00,NONE,CO,NY,3,1537499280,1537397991,1537574400,8,5
C2C,2555979,2018-07-20 13:57:00+00:00,1,7.7,2,5,9,11.0,1,2018-07-18 12:23:49+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WV,VA,3,1532095020,1531916629,1532304000,32,2
B2C,46589,2019-01-09 01:31:00+00:00,2,0.0,2,9,6,4.79,1,2019-01-02 12:05:08+00:00,2019-01-11 00:00:00+00:00,NONE,SC,CA,7,1546997460,1546430708,1547164800,8,3
C2C,390054,2018-08-15 16:21:00+00:00,0,3.5,3,5,7,575.0,1,2018-08-14 17:53:25+00:00,2018-08-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,IN,4,1534350060,1534269205,1534550400,3,3
B2C,538,2018-07-20 23:49:00+00:00,0,0.0,3,5,0,29.0,1,2018-07-19 22:12:15+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,CO,2,1532130540,1532038335,1532304000,10,1
C2C,376788,2018-07-26 15:44:00+00:00,2,11.4,2,9,22,5.99,1,2018-07-25 19:56:55+00:00,2018-07-28 00:00:00+00:00,LARGE_PACKAGE,SC,NJ,3,1532619840,1532548615,1532736000,24,1
B2C,156691,2018-07-29 03:46:00+00:00,1,0.0,2,5,26,40.0,1,2018-07-27 13:46:55+00:00,2018-07-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,PA,1,1532835960,1532699215,1532908800,32,3
B2C,16202,2018-07-31 20:18:00+00:00,0,0.0,3,5,4,8.99,1,2018-07-30 01:27:03+00:00,2018-08-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,CA,3,1533068280,1532914023,1533168000,8,2
B2C,6977,2018-07-28 21:00:00+00:00,2,0.0,2,9,5,4.08,1,2018-07-27 01:30:00+00:00,2018-08-02 00:00:00+00:00,NONE,CA,-1,5,1532811600,1532655000,1533168000,8,3
C2C,24929,2018-07-30 15:17:00+00:00,0,4.99,3,5,7,1.99,1,2018-07-29 07:35:29+00:00,2018-08-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,FL,3,1532963820,1532849729,1533168000,3,3
B2C,19691,2019-04-05 19:16:00+00:00,0,0.0,3,5,1,19.99,1,2019-04-05 02:18:32+00:00,2019-04-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TN,PA,2,1554491760,1554430712,1554681600,3,2
C2C,230518,2018-07-20 19:41:00+00:00,1,8.5,2,5,3,35.0,1,2018-07-20 12:47:16+00:00,2018-07-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,MD,1,1532115660,1532090836,1532304000,8,2
B2C,18193,2018-09-20 01:01:00+00:00,0,0.0,3,5,2,8.99,1,2018-09-18 23:31:19+00:00,2018-09-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MO,NY,4,1537405260,1537313479,1537574400,7,1
C2C,156062,2018-07-24 19:04:00+00:00,0,4.8,3,5,0,7.5,1,2018-07-23 23:57:38+00:00,2018-07-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MO,MA,4,1532459040,1532390258,1532649600,11,3
B2C,15521,2018-12-29 19:01:00+00:00,0,0.0,3,5,15,5.0,1,2018-12-27 01:23:52+00:00,2018-12-31 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,VA,3,1546110060,1545873832,1546214400,8,1
C2C,242277,2018-07-17 15:15:00+00:00,1,7.25,2,5,0,23.0,1,2018-07-16 14:59:57+00:00,2018-07-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MD,VA,3,1531840500,1531753197,1531958400,32,3
C2C,592356,2018-08-09 15:24:00+00:00,0,0.0,3,5,3,12.0,1,2018-08-08 15:42:10+00:00,2018-08-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CT,NC,3,1533828240,1533742930,1533945600,10,2
B2C,68154,2018-07-23 20:06:00+00:00,1,10.34,2,5,10,12.5,1,2018-07-23 09:54:58+00:00,2018-07-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,AR,2,1532376360,1532339698,1532476800,64,1
B2C,1358,2018-07-22 04:00:00+00:00,2,0.0,2,9,1,129.99,1,2018-07-21 03:38:31+00:00,2018-07-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ID,NJ,6,1532232000,1532144311,1532736000,8,1
B2C,22426,2019-01-28 21:30:00+00:00,0,0.0,3,5,1,13.49,3,2019-01-26 02:19:22+00:00,2019-02-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,NC,5,1548711000,1548469162,1548979200,3,3
B2C,103461,2018-08-01 19:29:00+00:00,1,0.0,2,5,1,43.0,1,2018-07-30 13:07:26+00:00,2018-08-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,FL,5,1533151740,1532956046,1533340800,32,2
B2C,2093,2019-07-01 19:33:00+00:00,0,0.0,3,5,2,5.0,1,2019-06-30 16:08:28+00:00,2019-07-03 00:00:00+00:00,LETTER,CA,CA,2,1562009580,1561910908,1562112000,4,1
C2C,199229,2018-10-16 06:41:00+00:00,1,0.0,2,5,3,16.0,1,2018-10-14 13:40:23+00:00,2018-10-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,OR,2,1539672060,1539524423,1539734400,6,1
B2C,11525,2019-02-20 21:34:00+00:00,0,0.0,3,5,17,2.65,1,2019-02-18 16:58:48+00:00,2019-02-23 00:00:00+00:00,LETTER,NY,CA,4,1550698440,1550509128,1550880000,1,3
B2C,743,2019-04-15 23:27:00+00:00,0,0.0,3,5,31,17.99,1,2019-04-14 21:01:50+00:00,2019-04-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ID,NJ,3,1555370820,1555275710,1555545600,32,1
C2C,122687,2018-08-03 19:39:00+00:00,3,2.67,2,8,16,2.0,1,2018-08-03 00:16:35+00:00,2018-08-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OR,WI,4,1533325140,1533255395,1533686400,4,3
C2C,178744,2018-07-30 16:03:00+00:00,0,5.99,3,5,10,19.99,1,2018-07-27 21:44:09+00:00,2018-08-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CO,WI,3,1532966580,1532727849,1533081600,14,1
B2C,35530,2019-07-09 04:25:00+00:00,0,6.0,3,5,7,50.0,1,2019-07-06 03:13:12+00:00,2019-07-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,SD,FL,4,1562646300,1562382792,1562803200,8,3
C2C,56133,2018-08-12 03:24:00+00:00,0,2.75,3,5,17,2.99,1,2018-08-11 16:23:47+00:00,2018-08-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,CA,0,1534044240,1534004627,1534118400,8,2
B2C,5435,2019-01-01 14:55:00+00:00,0,0.0,3,5,1,8.25,1,2018-12-29 01:57:18+00:00,2019-01-03 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,FL,3,1546354500,1546048638,1546473600,4,1
C2C,14959,2018-08-03 22:24:00+00:00,0,0.0,3,5,0,23.99,1,2018-08-03 10:25:26+00:00,2018-08-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,1,1533335040,1533291926,1533513600,8,0
B2C,4376,2018-07-23 23:03:00+00:00,0,3.5,3,5,0,14.0,1,2018-07-21 23:16:04+00:00,2018-07-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,WV,2,1532386980,1532214964,1532476800,8,1
C2C,257565,2018-07-24 12:35:00+00:00,2,17.35,2,9,0,85.0,1,2018-07-23 21:36:54+00:00,2018-07-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,FL,4,1532435700,1532381814,1532649600,128,4
