b2c_c2c,seller_id,declared_handling_days,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,item_zip,buyer_zip,category_id,item_price,quantity,payment_datetime,delivery_date,weight,package_size,record_number,buyer_state,item_state,delivery_time_buss_days,acceptance_scan_timestamp seconds,payment_datetime seconds,delivery_date seconds,new_weight,new_declared_handling_days
C2C,559882,3.0,2018-05-11 00:21:00+00:00,0,0.0,3,5,21801,91331,0,6.5,1,2018-05-09 08:56:00+00:00,2018-05-16 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,5008,CA,MD,5,1525998060,1525856160,1526428800,5,3
B2C,6977,2.0,2018-05-30 00:03:00+00:00,3,0.0,2,8,518108,82009,5,38.84,1,2018-05-28 04:10:09+00:00,2018-06-02 00:00:00+00:00,0,NONE,5009,WY,-1,4,1527638580,1527480609,1527897600,8,2
C2C,636351,,2018-04-30 22:15:00+00:00,7,0.0,2,5,94583,32309,7,375.0,1,2018-04-30 02:54:40+00:00,2018-05-02 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5010,FL,CA,2,1525126500,1525056880,1525219200,8,1
B2C,6977,2.0,2018-05-24 23:57:00+00:00,3,0.0,2,8,518108,54436,11,5.49,1,2018-05-23 19:41:25+00:00,2018-05-31 00:00:00+00:00,0,NONE,5011,WI,-1,5,1527206220,1527104485,1527724800,8,2
B2C,3594,1.0,2019-09-27 16:36:00+00:00,0,4.99,3,5,45245,30157,0,12.95,1,2019-09-27 00:19:45+00:00,2019-09-30 00:00:00+00:00,0,LETTER,5012,GA,OH,2,1569602160,1569543585,1569801600,8,1
C2C,340014,1.0,2018-04-28 18:01:00+00:00,0,4.0,3,5,80919,77406,15,12.99,1,2018-04-28 00:55:26+00:00,2018-05-01 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,5013,TX,CO,2,1524938460,1524876926,1525132800,13,1
B2C,6401,3.0,2018-05-16 18:51:57+00:00,4,0.0,2,9,518000,90032,9,9.63,1,2018-05-16 08:03:57+00:00,2018-05-25 00:00:00+00:00,0,NONE,5014,CA,-1,7,1526496717,1526457837,1527206400,8,3
C2C,4395364,2.0,2018-05-02 20:02:00+00:00,0,2.66,3,5,46619,33837,2,12.0,1,2018-05-01 03:53:50+00:00,2018-05-05 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5015,FL,IN,5,1525291320,1525146830,1525478400,4,2
C2C,923592,2.0,2018-05-07 22:53:00+00:00,3,4.19,2,8,27612,30041,14,6.0,1,2018-05-04 01:17:07+00:00,2018-05-09 00:00:00+00:00,64,PACKAGE_THICK_ENVELOPE,5016,GA,NC,4,1525733580,1525396627,1525824000,64,2
C2C,1410495,2.0,2018-05-05 06:00:00+00:00,4,7.95,2,9,84047,17366,8,14.5,1,2018-05-04 20:38:27+00:00,2018-05-07 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5017,PA,UT,1,1525500000,1525466307,1525651200,8,2
C2C,613169,2.0,2018-05-02 03:01:00+00:00,0,0.0,3,5,89523,60618,0,19.99,1,2018-05-01 18:03:46+00:00,2018-05-03 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,5018,IL,NV,2,1525230060,1525197826,1525305600,16,2
B2C,19950,1.0,2018-05-23 22:53:00+00:00,0,0.0,3,5,95210,64870,9,11.99,1,2018-05-21 21:07:42+00:00,2018-05-26 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,5019,MO,CA,5,1527115980,1526936862,1527292800,8,1
C2C,194073,1.0,2018-05-21 18:35:00+00:00,5,0.0,2,5,37919,75043,15,34.99,1,2018-05-19 18:08:16+00:00,2018-05-23 00:00:00+00:00,14,PACKAGE_THICK_ENVELOPE,5020,TX,TN,2,1526927700,1526753296,1527033600,14,1
C2C,257571,1.0,2018-05-21 20:53:00+00:00,1,0.0,2,5,34212,53105,2,48.99,1,2018-05-20 17:23:15+00:00,2018-05-25 00:00:00+00:00,48,PACKAGE_THICK_ENVELOPE,5021,WI,FL,4,1526935980,1526836995,1527206400,48,1
C2C,2661490,3.0,2018-06-23 15:34:00+00:00,0,3.75,3,5,16801,91351,0,14.99,1,2018-06-21 04:02:53+00:00,2018-06-25 00:00:00+00:00,6,PACKAGE_THICK_ENVELOPE,5022,CA,PA,2,1529768040,1529553773,1529884800,6,3
B2C,19254,,2018-05-14 14:50:00+00:00,0,3.49,3,5,64870,75844,3,9.99,1,2018-05-12 19:02:32+00:00,2018-05-17 00:00:00+00:00,2,LARGE_ENVELOPE,5023,TX,MO,3,1526309400,1526151752,1526515200,2,1
C2C,428687,2.0,2018-05-10 18:14:00+00:00,3,3.66,2,8,90002,92356,15,1.55,1,2018-05-10 04:27:04+00:00,2018-05-15 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,5024,CA,CA,4,1525976040,1525926424,1526342400,16,2
C2C,2420666,3.0,2018-05-03 17:32:00+00:00,1,0.0,2,5,60181,07066,9,14.25,1,2018-05-03 12:18:33+00:00,2018-05-07 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5025,NJ,IL,2,1525368720,1525349913,1525651200,8,3
C2C,200342,1.0,2018-04-30 19:12:00+00:00,0,0.0,3,5,45177,01020,13,200.0,1,2018-04-29 15:50:44+00:00,2018-05-02 00:00:00+00:00,10,PACKAGE_THICK_ENVELOPE,5026,MA,OH,2,1525115520,1525017044,1525219200,10,1
C2C,252408,,2018-12-18 20:45:00+00:00,1,15.1,2,5,61032,08724,12,35.0,1,2018-12-18 02:06:36+00:00,2018-12-21 00:00:00+00:00,96,PACKAGE_THICK_ENVELOPE,5027,NJ,IL,4,1545165900,1545098796,1545350400,96,1
B2C,27862,1.0,2018-07-10 21:08:00+00:00,0,0.0,3,5,72129,95124,2,17.0,2,2018-07-10 01:38:40+00:00,2018-07-14 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,5028,CA,AR,5,1531256880,1531186720,1531526400,12,1
B2C,13998,1.0,2018-06-06 21:07:00+00:00,1,0.0,2,5,91730,91701,1,9.99,1,2018-06-05 18:52:59+00:00,2018-06-08 00:00:00+00:00,0,LETTER,5029,CA,CA,3,1528319220,1528224779,1528416000,8,1
C2C,54919,3.0,2018-05-07 19:55:00+00:00,5,7.5,2,5,45311,12910,0,6.5,1,2018-05-07 14:20:14+00:00,2018-05-09 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5030,NY,OH,2,1525722900,1525702814,1525824000,32,3
C2C,531605,1.0,2018-05-08 02:50:00+00:00,0,0.0,3,5,94403,43206,21,4.99,1,2018-05-06 01:12:05+00:00,2018-05-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5031,OH,CA,2,1525747800,1525569125,1525824000,8,1
B2C,42646,1.0,2019-01-26 02:51:00+00:00,0,3.5,3,5,63043,94551,0,18.99,1,2019-01-25 08:01:01+00:00,2019-01-28 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5032,CA,MO,1,1548471060,1548403261,1548633600,8,1
B2C,44046,,2018-05-15 00:46:00+00:00,0,5.5,3,5,92108,94022,9,19.99,1,2018-05-13 06:17:57+00:00,2018-05-16 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,5033,CA,CA,2,1526345160,1526192277,1526428800,13,1
B2C,18961,1.0,2018-05-03 21:15:00+00:00,0,0.0,3,5,90010,78537,0,22.74,1,2018-05-02 02:03:28+00:00,2018-05-07 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5034,TX,CA,4,1525382100,1525226608,1525651200,8,1
C2C,1673496,1.0,2018-05-01 08:07:00+00:00,1,15.0,2,5,85308,90012,11,69.0,1,2018-04-30 18:50:09+00:00,2018-05-01 00:00:00+00:00,282,PACKAGE_THICK_ENVELOPE,5035,CA,AZ,1,1525162020,1525114209,1525132800,282,1
B2C,12139,3.0,2018-06-28 01:14:00+00:00,0,3.5,3,5,98103,01841,4,6.99,1,2018-06-25 04:28:28+00:00,2018-06-30 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5036,MA,WA,5,1530148440,1529900908,1530316800,8,3
C2C,86863,3.0,2018-06-09 00:37:00+00:00,2,0.0,2,9,116100,20784,9,5.99,1,2018-06-07 01:45:41+00:00,2018-06-14 00:00:00+00:00,0,NONE,5037,MD,-1,6,1528504620,1528335941,1528934400,8,3
B2C,86863,3.0,2018-08-09 03:06:00+00:00,2,0.0,2,9,116100,77086,9,5.99,1,2018-08-06 08:56:44+00:00,2018-08-13 00:00:00+00:00,0,NONE,5038,TX,-1,5,1533783960,1533545804,1534118400,8,3
C2C,214490,1.0,2018-05-07 14:37:00+00:00,1,0.0,2,5,23112,30741,0,0.75,1,2018-05-06 22:00:20+00:00,2018-05-09 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,5039,GA,VA,2,1525703820,1525644020,1525824000,16,1
C2C,155496,1.0,2018-05-08 00:56:00+00:00,0,3.5,3,5,63143,45644,3,20.0,1,2018-05-05 21:59:10+00:00,2018-05-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5040,OH,MO,2,1525740960,1525557550,1525824000,8,1
C2C,1174434,2.0,2018-05-01 20:44:00+00:00,0,0.0,3,5,83861,21231,4,120.0,1,2018-04-30 14:23:53+00:00,2018-05-03 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,5041,MD,ID,3,1525207440,1525098233,1525305600,3,2
B2C,38712,5.0,2018-05-07 17:41:00+00:00,0,0.0,3,5,11566,11385,3,23.38,1,2018-05-07 02:06:50+00:00,2018-05-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5042,NY,NY,2,1525714860,1525658810,1525824000,8,5
C2C,88340,3.0,2018-05-17 20:43:00+00:00,0,2.9,3,5,02914,79904,12,2.25,1,2018-05-16 21:25:30+00:00,2018-05-19 00:00:00+00:00,2,PACKAGE_THICK_ENVELOPE,5043,TX,RI,3,1526589780,1526505930,1526688000,2,3
C2C,897509,3.0,2018-05-07 20:01:00+00:00,1,18.95,2,5,56155,60618,4,125.0,1,2018-05-06 19:45:58+00:00,2018-05-10 00:00:00+00:00,160,PACKAGE_THICK_ENVELOPE,5044,IL,MN,3,1525723260,1525635958,1525910400,160,3
C2C,1217250,1.0,2018-04-30 18:32:00+00:00,1,0.0,2,5,48837,89429,9,16.5,2,2018-04-30 01:07:47+00:00,2018-05-02 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5045,NV,MI,2,1525113120,1525050467,1525219200,32,1
C2C,509530,3.0,2018-06-09 15:44:00+00:00,3,2.95,2,8,02302,98422,15,8.0,1,2018-06-09 15:22:41+00:00,2018-06-12 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5046,WA,MA,1,1528559040,1528557761,1528761600,4,3
C2C,1134073,2.0,2018-05-12 19:50:00+00:00,0,3.75,3,5,48430,48906,7,9.99,1,2018-05-10 02:55:19+00:00,2018-05-14 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,5047,MI,MI,3,1526154600,1525920919,1526256000,8,2
B2C,64715,1.0,2018-05-31 02:12:00+00:00,0,0.0,3,5,94134,20744,15,28.95,1,2018-05-30 15:40:14+00:00,2018-06-01 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5048,MD,CA,2,1527732720,1527694814,1527811200,4,1
B2C,1954,1.0,2019-07-06 14:13:00+00:00,0,0.0,3,5,30656,46516,5,11.5,1,2019-07-05 17:19:52+00:00,2019-07-08 00:00:00+00:00,4,LETTER,5049,IN,GA,1,1562422380,1562347192,1562544000,4,1
C2C,977279,3.0,2018-05-03 20:40:00+00:00,1,8.0,2,5,60625,10461,15,112.0,1,2018-05-01 22:52:21+00:00,2018-05-07 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5050,NY,IL,4,1525380000,1525215141,1525651200,8,3
C2C,58377,3.0,2018-05-02 05:55:00+00:00,0,3.75,3,5,98629,54660,16,6.0,1,2018-04-30 19:53:16+00:00,2018-05-04 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,5051,WI,WA,4,1525240500,1525117996,1525392000,8,3
B2C,29491,1.0,2018-07-16 20:17:00+00:00,0,0.0,3,5,08721,06811,4,37.82,1,2018-07-16 15:59:22+00:00,2018-07-18 00:00:00+00:00,14,PACKAGE_THICK_ENVELOPE,5052,CT,NJ,2,1531772220,1531756762,1531872000,14,1
B2C,600,1.0,2018-07-17 02:12:00+00:00,0,0.0,3,5,610000,85631,1,34.77,1,2018-07-14 15:55:29+00:00,2018-07-19 00:00:00+00:00,0,NONE,5053,AZ,-1,3,1531793520,1531583729,1531958400,8,1
C2C,2208847,2.0,2018-05-03 01:38:00+00:00,2,29.99,2,9,28208,30084,19,75.0,1,2018-05-01 20:16:32+00:00,2018-05-04 00:00:00+00:00,7,PACKAGE_THICK_ENVELOPE,5054,GA,NC,3,1525311480,1525205792,1525392000,7,2
C2C,16547,0.0,2018-05-12 02:19:00+00:00,0,0.25,3,5,59102,92630,10,2.0,1,2018-05-10 23:37:21+00:00,2018-05-14 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5055,CA,MT,2,1526091540,1525995441,1526256000,8,0
B2C,257899,1.0,2018-05-09 14:06:00+00:00,1,0.0,2,5,48617,37821,6,39.95,1,2018-05-07 21:27:04+00:00,2018-05-11 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5056,TN,MI,4,1525874760,1525728424,1525996800,32,1
B2C,995715,2.0,2018-05-01 20:20:00+00:00,7,13.65,2,5,75033,94610,5,199.99,1,2018-04-30 14:32:20+00:00,2018-05-03 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,5057,CA,TX,3,1525206000,1525098740,1525305600,16,2
B2C,2360,0.0,2019-02-11 20:13:00+00:00,1,0.0,2,5,29575,80132,0,144.95,1,2019-02-09 15:50:39+00:00,2019-02-13 00:00:00+00:00,112,PACKAGE_THICK_ENVELOPE,5058,CO,SC,2,1549915980,1549727439,1550016000,112,0
B2C,74410,1.0,2018-09-27 23:47:00+00:00,0,0.0,3,5,95765,21128,5,7.75,2,2018-09-20 17:16:04+00:00,2018-10-01 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,5059,MD,CA,7,1538092020,1537463764,1538352000,3,1
B2C,4224,0.0,2018-07-16 21:23:00+00:00,0,0.0,3,5,33126,94520,5,179.9,1,2018-07-13 22:23:09+00:00,2018-07-23 00:00:00+00:00,7,LETTER,5060,CA,FL,6,1531776180,1531520589,1532304000,7,0
B2C,219,1.0,2019-01-09 02:54:00+00:00,0,0.0,3,5,07055,31206,5,19.99,1,2019-01-07 17:04:00+00:00,2019-01-10 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,5061,GA,NJ,3,1547002440,1546880640,1547078400,5,1
B2C,219,2.0,2019-09-30 23:34:00+00:00,0,0.0,3,5,07055,34116,5,19.99,1,2019-09-29 13:58:13+00:00,2019-10-02 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,5062,FL,NJ,2,1569886440,1569765493,1569974400,5,2
B2C,6658,3.0,2018-06-11 22:30:00+00:00,0,0.0,3,5,89107,89074,15,3.8,1,2018-06-09 21:43:39+00:00,2018-06-12 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5063,NV,NV,1,1528756200,1528580619,1528761600,8,3
B2C,6658,3.0,2018-08-01 06:57:00+00:00,0,0.0,3,5,89107,76137,15,6.25,1,2018-07-25 17:36:28+00:00,2018-08-03 00:00:00+00:00,10,PACKAGE_THICK_ENVELOPE,5064,TX,NV,7,1533106620,1532540188,1533254400,10,3
B2C,6658,3.0,2018-08-01 03:34:00+00:00,0,0.0,3,5,89107,13642,15,4.17,1,2018-07-23 17:26:11+00:00,2018-08-07 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5065,NY,NV,11,1533094440,1532366771,1533600000,4,3
B2C,6658,3.0,2018-06-29 17:38:00+00:00,0,0.0,3,5,89107,26501,15,3.88,1,2018-06-28 17:10:48+00:00,2018-07-02 00:00:00+00:00,5,PACKAGE_THICK_ENVELOPE,5066,WV,NV,2,1530293880,1530205848,1530489600,5,3
B2C,4224,3.0,2018-06-25 23:50:00+00:00,0,0.0,3,5,33126,34266,5,3.9,1,2018-06-20 16:13:02+00:00,2018-06-27 00:00:00+00:00,1,PACKAGE_THICK_ENVELOPE,5067,FL,FL,5,1529970600,1529511182,1530057600,1,3
C2C,887735,2.0,2018-05-02 15:47:00+00:00,1,0.0,2,5,77502,23236,4,62.0,1,2018-05-02 03:25:27+00:00,2018-05-04 00:00:00+00:00,48,PACKAGE_THICK_ENVELOPE,5068,VA,TX,3,1525276020,1525231527,1525392000,48,2
C2C,99471,2.0,2018-05-02 17:46:00+00:00,1,0.0,2,5,95136,75094,10,100.0,2,2018-05-02 01:53:14+00:00,2018-05-04 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5069,TX,CA,3,1525283160,1525225994,1525392000,32,2
C2C,3169537,2.0,2018-05-26 15:10:00+00:00,3,3.95,2,8,43235,31510,14,4.99,1,2018-05-25 19:47:23+00:00,2018-05-29 00:00:00+00:00,0,NONE,5070,GA,OH,1,1527347400,1527277643,1527552000,8,2
B2C,1253,1.0,2018-05-16 01:10:00+00:00,1,0.0,2,5,89130,43410,11,19.99,1,2018-05-14 23:40:15+00:00,2018-05-17 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5071,OH,NV,3,1526433000,1526341215,1526515200,8,1
C2C,806116,3.0,2018-05-08 21:29:00+00:00,0,3.75,3,5,97223,30809,7,26.0,1,2018-05-07 23:54:05+00:00,2018-05-10 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,5072,GA,OR,3,1525814940,1525737245,1525910400,8,3
B2C,5168,1.0,2019-02-26 17:10:00+00:00,0,0.0,3,5,37086,11206,18,17.26,1,2019-02-23 22:26:03+00:00,2019-02-28 00:00:00+00:00,16,NONE,5073,NY,TN,3,1551201000,1550960763,1551312000,16,1
B2C,96221,2.0,2019-07-05 20:08:00+00:00,0,0.0,3,5,91605,45424,10,22.0,1,2019-07-05 07:55:35+00:00,2019-07-08 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,5074,OH,CA,1,1562357280,1562313335,1562544000,12,2
B2C,4898,1.0,2018-07-09 14:21:00+00:00,0,0.0,3,5,21220,06492,3,12.59,1,2018-07-08 12:44:26+00:00,2018-07-11 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5075,CT,MD,2,1531146060,1531053866,1531267200,32,1
B2C,3155,0.0,2018-05-29 19:48:00+00:00,0,1.0,3,5,27284,43220,16,0.99,1,2018-05-27 01:04:46+00:00,2018-05-31 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5076,OH,NC,2,1527623280,1527383086,1527724800,8,0
C2C,188625,1.0,2018-05-11 00:51:00+00:00,0,2.5,3,5,91350,77380,4,43.0,1,2018-05-10 00:07:35+00:00,2018-05-14 00:00:00+00:00,9,LARGE_ENVELOPE,5077,TX,CA,3,1525999860,1525910855,1526256000,9,1
B2C,33237,1.0,2018-05-09 15:43:00+00:00,3,0.0,2,8,11552,39066,14,6.99,1,2018-05-08 20:16:33+00:00,2018-05-22 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5078,MS,NY,10,1525880580,1525810593,1526947200,8,1
C2C,406164,3.0,2018-05-25 19:17:00+00:00,3,0.0,2,8,89815,92119,14,10.99,1,2018-05-24 17:31:59+00:00,2018-06-01 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5079,CA,NV,5,1527275820,1527183119,1527811200,8,3
B2C,38407,,2018-05-17 19:38:00+00:00,0,3.75,3,5,95123,97459,16,9.89,1,2018-05-12 18:49:45+00:00,2018-05-21 00:00:00+00:00,6,PACKAGE_THICK_ENVELOPE,5080,OR,CA,5,1526585880,1526150985,1526860800,6,1
B2C,131236,,2018-05-14 16:35:00+00:00,0,0.0,3,5,07076,77535,9,17.95,1,2018-05-12 11:19:20+00:00,2018-05-16 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5081,TX,NJ,2,1526315700,1526123960,1526428800,8,1
B2C,6162,1.0,2018-05-24 07:45:00+00:00,0,0.0,3,5,32137,80917,0,12.99,1,2018-05-22 18:52:06+00:00,2018-05-29 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5082,CO,FL,4,1527147900,1527015126,1527552000,8,1
B2C,219,1.0,2018-08-23 20:24:00+00:00,0,0.0,3,5,07055,27563,5,17.99,1,2018-08-23 02:00:28+00:00,2018-08-27 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,5083,NC,NJ,3,1535055840,1534989628,1535328000,3,1
B2C,219,1.0,2018-07-24 21:13:00+00:00,0,0.0,3,5,07055,77975,5,54.99,1,2018-07-24 13:34:28+00:00,2018-07-28 00:00:00+00:00,10,PACKAGE_THICK_ENVELOPE,5084,TX,NJ,4,1532466780,1532439268,1532736000,10,1
C2C,273492,1.0,2018-05-15 06:51:00+00:00,0,0.0,3,5,92708,14222,9,3.99,1,2018-05-13 01:41:48+00:00,2018-05-17 00:00:00+00:00,1,PACKAGE_THICK_ENVELOPE,5085,NY,CA,3,1526367060,1526175708,1526515200,1,1
C2C,3096078,3.0,2018-05-23 18:01:00+00:00,1,9.85,2,5,11367,60202,0,30.0,1,2018-05-22 22:29:47+00:00,2018-05-25 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5086,IL,NY,3,1527098460,1527028187,1527206400,32,3
B2C,692,0.0,2018-05-29 15:06:00+00:00,0,0.0,3,5,01863,92021,4,32.19,1,2018-05-28 05:04:20+00:00,2018-06-01 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5087,CA,MA,3,1527606360,1527483860,1527811200,8,0
B2C,582,1.0,2018-08-09 03:15:00+00:00,0,0.0,3,5,20151,27104,19,7.73,1,2018-08-08 17:17:09+00:00,2018-08-10 00:00:00+00:00,8,PACKAGE_THICK_ENVELOPE,5088,NC,VA,2,1533784500,1533748629,1533859200,8,1
C2C,131597,2.0,2018-05-23 00:14:00+00:00,0,5.5,3,5,93305,37208,11,20.0,1,2018-05-22 17:55:28+00:00,2018-05-24 00:00:00+00:00,13,PACKAGE_THICK_ENVELOPE,5089,TN,CA,2,1527034440,1527011728,1527120000,13,2
C2C,2901125,3.0,2018-11-16 17:10:00+00:00,0,4.1,3,5,11691,42503,7,1.5,3,2018-11-12 04:58:59+00:00,2018-11-19 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,5090,KY,NY,4,1542388200,1541998739,1542585600,3,3
B2C,196069,1.0,2018-05-08 20:11:00+00:00,1,9.85,2,5,66218,22572,10,28.5,1,2018-05-07 14:58:18+00:00,2018-05-11 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5091,VA,KS,4,1525810260,1525705098,1525996800,32,1
C2C,126971,1.0,2018-11-07 02:45:00+00:00,0,0.0,3,5,30253,10472,4,7.49,1,2018-11-05 13:16:11+00:00,2018-11-09 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5092,NY,GA,4,1541558700,1541423771,1541721600,8,1
C2C,176703,15.0,2018-05-07 12:53:00+00:00,1,7.7,2,5,30528,28150,10,16.99,1,2018-05-04 15:52:11+00:00,2018-05-09 00:00:00+00:00,24,PACKAGE_THICK_ENVELOPE,5093,NC,GA,3,1525697580,1525449131,1525824000,24,15
C2C,3012153,1.0,2018-05-10 20:26:00+00:00,2,3.75,2,9,18062,36360,0,7.99,1,2018-05-09 03:07:13+00:00,2018-05-16 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5094,AL,PA,6,1525983960,1525835233,1526428800,8,1
C2C,426011,3.0,2018-05-09 17:34:00+00:00,1,8.5,2,5,60608,60639,0,33.0,1,2018-05-09 03:01:54+00:00,2018-05-11 00:00:00+00:00,64,PACKAGE_THICK_ENVELOPE,5095,IL,IL,3,1525887240,1525834914,1525996800,64,3
B2C,28454,2.0,2018-05-07 17:18:00+00:00,1,24.95,2,5,44092,43302,6,51.05,1,2018-05-05 03:10:13+00:00,2018-05-09 00:00:00+00:00,245,PACKAGE_THICK_ENVELOPE,5096,OH,OH,3,1525713480,1525489813,1525824000,245,2
B2C,4729,0.0,2018-09-04 20:50:00+00:00,0,0.0,3,5,06241,95354,5,12.99,1,2018-09-02 16:48:51+00:00,2018-09-08 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,5097,CA,CT,4,1536094200,1535906931,1536364800,12,0
B2C,4729,0.0,2019-07-02 20:50:00+00:00,0,0.0,3,5,06241,77004,5,12.99,1,2019-07-02 03:33:13+00:00,2019-07-05 00:00:00+00:00,12,PACKAGE_THICK_ENVELOPE,5098,TX,CT,3,1562100600,1562038393,1562284800,12,0
B2C,17740,1.0,2018-05-04 20:08:00+00:00,0,0.0,3,5,98446,63701,2,17.99,1,2018-05-03 16:54:11+00:00,2018-05-07 00:00:00+00:00,16,PACKAGE_THICK_ENVELOPE,5099,MO,WA,2,1525464480,1525366451,1525651200,16,1
B2C,32863,3.0,2019-01-17 15:09:00+00:00,0,3.5,3,5,19008,20850,4,12.99,1,2019-01-17 05:54:56+00:00,2019-01-22 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5100,MD,PA,2,1547737740,1547704496,1548115200,4,3
B2C,60900,1.0,2018-05-15 14:30:00+00:00,0,0.0,3,5,62249,90210,24,12.99,1,2018-05-15 00:37:49+00:00,2018-05-18 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5101,CA,IL,4,1526394600,1526344669,1526601600,8,1
C2C,125318,1.0,2018-05-09 16:48:00+00:00,5,7.25,2,5,48307,77706,0,9.0,1,2018-05-09 02:23:47+00:00,2018-05-12 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5102,TX,MI,4,1525884480,1525832627,1526083200,32,1
B2C,74218,1.0,2018-08-14 15:55:00+00:00,1,0.0,2,5,04472,59860,2,45.0,1,2018-08-13 17:21:18+00:00,2018-08-17 00:00:00+00:00,18,PACKAGE_THICK_ENVELOPE,5103,MT,ME,4,1534262100,1534180878,1534464000,18,1
B2C,27374,3.0,2018-11-23 23:52:00+00:00,4,0.0,2,9,11735,36106,9,12.99,1,2018-11-20 23:43:21+00:00,2018-11-26 00:00:00+00:00,3,PACKAGE_THICK_ENVELOPE,5104,AL,NY,3,1543017120,1542757401,1543190400,3,3
B2C,11558,1.0,2018-05-04 06:13:00+00:00,0,0.0,3,5,32819,17257,2,13.98,1,2018-05-03 12:28:41+00:00,2018-05-07 00:00:00+00:00,4,PACKAGE_THICK_ENVELOPE,5105,PA,FL,2,1525414380,1525350521,1525651200,4,1
B2C,75572,1.0,2018-07-31 17:03:00+00:00,0,6.7,3,5,89146,23149,3,19.99,1,2018-07-31 14:38:39+00:00,2018-08-03 00:00:00+00:00,14,PACKAGE_THICK_ENVELOPE,5106,VA,NV,3,1533056580,1533047919,1533254400,14,1
C2C,817178,1.0,2018-05-29 21:44:00+00:00,1,0.0,2,5,37921,62024,6,15.0,1,2018-05-28 18:09:59+00:00,2018-05-31 00:00:00+00:00,32,PACKAGE_THICK_ENVELOPE,5107,IL,TN,2,1527630240,1527530999,1527724800,32,1
C2C,1895181,3.0,2018-05-04 06:47:00+00:00,3,5.0,2,8,78254,92066,14,10.95,1,2018-05-02 22:05:52+00:00,2018-05-15 00:00:00+00:00,0,PACKAGE_THICK_ENVELOPE,5108,CA,TX,9,1525416420,1525298752,1526342400,8,3
B2C,60854,1.0,2018-05-12 00:39:00+00:00,1,0.0,2,5,60657,37128,11,49.97,1,2018-05-11 04:36:07+00:00,2018-05-13 00:00:00+00:00,0,NONE,5109,TN,IL,2,1526085540,1526013367,1526169600,8,1
